date,metadata__deviceType,metadata__studentId,metadata__uid,telemetry__windSpeed,telemetry_windDirection,telemetry_pressure,telemetry_humidity,telemetry_temperature,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub__MessageId,IoTHub__CorrelationId,IoTHub__ConnectionDeviceId,IoTHub__ConnectionDeviceGenerationId,IoTHub__EnqueuedTime,IoTHub__StreamId
2019-04-30T23:01:48.1815913Z,WeatherStation,3395ED69,A3CFDC6288A77D9B,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:01:48.1815913Z,3,2019-04-30T23:01:48.0540000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:01:48.0520000Z,null
2019-04-30T23:01:48.1806118Z,WeatherStation,3395ED69,4C55F77494E78920,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:01:48.1806118Z,1,2019-04-30T23:01:48.0940000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:01:48.0950000Z,null
2019-04-30T23:01:48.1806118Z,WeatherStation,3395ED69,2C5C0D5B0148AB09,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:01:48.1806118Z,1,2019-04-30T23:01:48.1250000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:01:48.1150000Z,null
2019-04-30T23:01:48.1806118Z,WeatherStation,3395ED69,5E6446AA20A5AEA8,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:01:48.1806118Z,0,2019-04-30T23:01:48.1620000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:01:48.1730000Z,null
2019-04-30T23:01:48.2841585Z,WeatherStation,3395ED69,48B209D5E2EB19C9,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:01:48.2841585Z,0,2019-04-30T23:01:48.1940000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:01:48.1770000Z,null
2019-04-30T23:02:03.3486119Z,WeatherStation,3395ED69,6CE25F94DC3429A5,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:02:03.3486119Z,3,2019-04-30T23:02:03.2590000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.2470000Z,null
2019-04-30T23:02:03.4506701Z,WeatherStation,3395ED69,707D1D1B66D9392F,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:02:03.4506701Z,0,2019-04-30T23:02:03.3190000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.3090000Z,null
2019-04-30T23:02:03.4506701Z,WeatherStation,3395ED69,2B9B018ABB13CD87,5.3,NORTH-EAST,997.7,31.9,29.79999,2019-04-30T23:02:03.4506701Z,0,2019-04-30T23:02:03.4290000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.4190000Z,null
2019-04-30T23:02:03.5526397Z,WeatherStation,3395ED69,2E85FE00870845ED,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.5526397Z,1,2019-04-30T23:02:03.4760000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.4810000Z,null
2019-04-30T23:02:03.6537075Z,WeatherStation,3395ED69,BFEBEFA161561F1,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.6537075Z,0,2019-04-30T23:02:03.5380000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.5440000Z,null
2019-04-30T23:02:03.6537075Z,WeatherStation,3395ED69,C664497CE89DF2D9,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.6537075Z,1,2019-04-30T23:02:03.6160000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.6060000Z,null
2019-04-30T23:02:03.7557511Z,WeatherStation,3395ED69,E79A68B8229D2078,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.7557511Z,1,2019-04-30T23:02:03.6630000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.6690000Z,null
2019-04-30T23:02:03.8576336Z,WeatherStation,3395ED69,3EF1383FD083CE68,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.8576336Z,3,2019-04-30T23:02:03.7590000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.7620000Z,null
2019-04-30T23:02:03.8576336Z,WeatherStation,3395ED69,B1C22E9F42058F04,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.8576336Z,1,2019-04-30T23:02:03.8200000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.8090000Z,null
2019-04-30T23:02:03.9596523Z,WeatherStation,3395ED69,77642749F72DFF78,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:03.9596523Z,0,2019-04-30T23:02:03.8860000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:03.8720000Z,null
2019-04-30T23:02:04.3666954Z,WeatherStation,3395ED69,7EA276383894A6C0,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.3666954Z,3,2019-04-30T23:02:04.2750000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.2780000Z,null
2019-04-30T23:02:04.4686753Z,WeatherStation,3395ED69,3250DF3381C8D992,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.4686753Z,0,2019-04-30T23:02:04.3510000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.3410000Z,null
2019-04-30T23:02:04.4686753Z,WeatherStation,3395ED69,31FF2F4E20500BB9,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.4686753Z,0,2019-04-30T23:02:04.4130000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.4190000Z,null
2019-04-30T23:02:04.5706304Z,WeatherStation,3395ED69,7DAC7F9AB197BCE9,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.5706304Z,1,2019-04-30T23:02:04.4910000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.4970000Z,null
2019-04-30T23:02:04.6726224Z,WeatherStation,3395ED69,8416D955A848BEF4,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.6726224Z,0,2019-04-30T23:02:04.5690000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.5750000Z,null
2019-04-30T23:02:04.6726224Z,WeatherStation,3395ED69,9FAD7318D2AE3115,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.6726224Z,1,2019-04-30T23:02:04.6330000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.6220000Z,null
2019-04-30T23:02:04.7747135Z,WeatherStation,3395ED69,C06570922C9398FC,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.7747135Z,1,2019-04-30T23:02:04.6950000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.7000000Z,null
2019-04-30T23:02:04.8766356Z,WeatherStation,3395ED69,12C1956EC5C3EA93,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.8766356Z,3,2019-04-30T23:02:04.7590000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.7470000Z,null
2019-04-30T23:02:04.8766356Z,WeatherStation,3395ED69,783C9208446B925D,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.8766356Z,1,2019-04-30T23:02:04.8200000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.8090000Z,null
2019-04-30T23:02:04.9786577Z,WeatherStation,3395ED69,9827AB55F599FDC5,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:04.9786577Z,0,2019-04-30T23:02:04.8820000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:04.8720000Z,null
2019-04-30T23:02:05.3837244Z,WeatherStation,3395ED69,92612A8BAFB5DDEC,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.3837244Z,3,2019-04-30T23:02:05.3060000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.2940000Z,null
2019-04-30T23:02:05.4856620Z,WeatherStation,3395ED69,1A9AC448DA72540E,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.4856620Z,0,2019-04-30T23:02:05.3820000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.3720000Z,null
2019-04-30T23:02:05.4856620Z,WeatherStation,3395ED69,82779E0B20E067EE,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.4856620Z,0,2019-04-30T23:02:05.4290000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.4340000Z,null
2019-04-30T23:02:05.5876675Z,WeatherStation,3395ED69,9668A8E5D693403B,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.5876675Z,1,2019-04-30T23:02:05.5080000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.4970000Z,null
2019-04-30T23:02:05.6886475Z,WeatherStation,3395ED69,4F8F96732BFEF6F7,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.6886475Z,0,2019-04-30T23:02:05.5690000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.5750000Z,null
2019-04-30T23:02:05.6886475Z,WeatherStation,3395ED69,D31E2EA4E7852731,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.6886475Z,1,2019-04-30T23:02:05.6330000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.6220000Z,null
2019-04-30T23:02:05.7906573Z,WeatherStation,3395ED69,68CDBB1181E0BA10,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.7906573Z,1,2019-04-30T23:02:05.6790000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.6840000Z,null
2019-04-30T23:02:05.7906573Z,WeatherStation,3395ED69,6F867CCE9B8E6B6C,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.7906573Z,3,2019-04-30T23:02:05.7590000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.7470000Z,null
2019-04-30T23:02:05.8926635Z,WeatherStation,3395ED69,67BCC2175962C828,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.8926635Z,1,2019-04-30T23:02:05.8360000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.8250000Z,null
2019-04-30T23:02:05.9946726Z,WeatherStation,3395ED69,1889FAB6027129D9,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:05.9946726Z,0,2019-04-30T23:02:05.8820000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:05.8870000Z,null
2019-04-30T23:02:06.3997080Z,WeatherStation,3395ED69,D0688A8A7E5C39BA,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.3997080Z,3,2019-04-30T23:02:06.3370000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.3410000Z,null
2019-04-30T23:02:06.5006829Z,WeatherStation,3395ED69,BB1320FB4482DEA3,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.5006829Z,0,2019-04-30T23:02:06.3970000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.4030000Z,null
2019-04-30T23:02:06.5006829Z,WeatherStation,3395ED69,C599CE7E8D3E5A5,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.5006829Z,0,2019-04-30T23:02:06.4600000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.4500000Z,null
2019-04-30T23:02:06.6026642Z,WeatherStation,3395ED69,15CD30B352F858C2,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.6026642Z,1,2019-04-30T23:02:06.5080000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.5120000Z,null
2019-04-30T23:02:06.7046529Z,WeatherStation,3395ED69,2CD04A67EEFB9A11,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.7046529Z,0,2019-04-30T23:02:06.5850000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.5750000Z,null
2019-04-30T23:02:06.7046529Z,WeatherStation,3395ED69,1C4405FE6CE619B5,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.7046529Z,1,2019-04-30T23:02:06.6480000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.6370000Z,null
2019-04-30T23:02:06.8066401Z,WeatherStation,3395ED69,AD65CC05B3B657EA,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.8066401Z,1,2019-04-30T23:02:06.6950000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.7000000Z,null
2019-04-30T23:02:06.9086979Z,WeatherStation,3395ED69,361BF7347E9E8B8,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.9086979Z,3,2019-04-30T23:02:06.7750000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.7620000Z,null
2019-04-30T23:02:06.9079257Z,WeatherStation,3395ED69,67BEF7A3EC2176A2,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:06.9079257Z,1,2019-04-30T23:02:06.8670000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.8560000Z,null
2019-04-30T23:02:07.0106579Z,WeatherStation,3395ED69,5C77D8F0D2CF3622,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.0106579Z,0,2019-04-30T23:02:06.9290000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:06.9340000Z,null
2019-04-30T23:02:07.4156913Z,WeatherStation,3395ED69,9BD45EBADFF6906D,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.4156913Z,3,2019-04-30T23:02:07.3690000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.3720000Z,null
2019-04-30T23:02:07.5166684Z,WeatherStation,3395ED69,E3CE7FF3FB3D65B7,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.5166684Z,0,2019-04-30T23:02:07.4290000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.4190000Z,null
2019-04-30T23:02:07.5176944Z,WeatherStation,3395ED69,BF2E854B824F4D55,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.5176944Z,0,2019-04-30T23:02:07.4760000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.4810000Z,null
2019-04-30T23:02:07.6196864Z,WeatherStation,3395ED69,6F6BFAA10E28D801,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.6196864Z,1,2019-04-30T23:02:07.5400000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.5440000Z,null
2019-04-30T23:02:07.7246601Z,WeatherStation,3395ED69,EECB7590507638C5,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.7246601Z,0,2019-04-30T23:02:07.6010000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.5910000Z,null
2019-04-30T23:02:07.7246601Z,WeatherStation,3395ED69,A678DA8B8157E37C,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.7246601Z,1,2019-04-30T23:02:07.6810000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.6690000Z,null
2019-04-30T23:02:07.8267021Z,WeatherStation,3395ED69,F96DAF641E15E298,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.8267021Z,1,2019-04-30T23:02:07.7430000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.7470000Z,null
2019-04-30T23:02:07.9276665Z,WeatherStation,3395ED69,40F14BD03B36D85D,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.9276665Z,3,2019-04-30T23:02:07.8060000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.7940000Z,null
2019-04-30T23:02:07.9276665Z,WeatherStation,3395ED69,C8147A7CB6480BBC,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:07.9276665Z,1,2019-04-30T23:02:07.8680000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.8570000Z,null
2019-04-30T23:02:08.0297265Z,WeatherStation,3395ED69,A57480D78B139017,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.0297265Z,0,2019-04-30T23:02:07.9290000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:07.9190000Z,null
2019-04-30T23:02:08.4347320Z,WeatherStation,3395ED69,565E8286E02F00AA,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.4347320Z,3,2019-04-30T23:02:08.4000000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.4060000Z,null
2019-04-30T23:02:08.5367067Z,WeatherStation,3395ED69,7F27FF4937E2F06B,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.5367067Z,0,2019-04-30T23:02:08.4600000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.4680000Z,null
2019-04-30T23:02:08.6386900Z,WeatherStation,3395ED69,FC447936887BC4C4,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.6386900Z,0,2019-04-30T23:02:08.5220000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.5150000Z,null
2019-04-30T23:02:08.6386900Z,WeatherStation,3395ED69,C9E0D8920F452C2D,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.6386900Z,1,2019-04-30T23:02:08.5710000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.5780000Z,null
2019-04-30T23:02:08.7406634Z,WeatherStation,3395ED69,A5C695AECDF3BFA4,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.7406634Z,0,2019-04-30T23:02:08.6470000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.6400000Z,null
2019-04-30T23:02:08.7406634Z,WeatherStation,3395ED69,18B3FF1B719ACC89,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.7406634Z,1,2019-04-30T23:02:08.7120000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.7030000Z,null
2019-04-30T23:02:08.8427365Z,WeatherStation,3395ED69,AAC5B1BECCAC6D02,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.8427365Z,1,2019-04-30T23:02:08.7740000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.7660000Z,null
2019-04-30T23:02:08.9446960Z,WeatherStation,3395ED69,F676694604E2186E,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.9446960Z,3,2019-04-30T23:02:08.8370000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.8280000Z,null
2019-04-30T23:02:08.9446960Z,WeatherStation,3395ED69,4776840ED51E5124,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:08.9446960Z,1,2019-04-30T23:02:08.8990000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.8910000Z,null
2019-04-30T23:02:09.0466507Z,WeatherStation,3395ED69,C8D6C65F891B3767,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.0466507Z,0,2019-04-30T23:02:08.9440000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:08.9530000Z,null
2019-04-30T23:02:09.5536877Z,WeatherStation,3395ED69,44130F5A2F462CCD,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.5536877Z,3,2019-04-30T23:02:09.4470000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.4380000Z,null
2019-04-30T23:02:09.5536877Z,WeatherStation,3395ED69,D54227C13595642E,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.5536877Z,0,2019-04-30T23:02:09.5080000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.5000000Z,null
2019-04-30T23:02:09.6556819Z,WeatherStation,3395ED69,C4FF6AFC7715B109,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.6556819Z,0,2019-04-30T23:02:09.5710000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.5630000Z,null
2019-04-30T23:02:09.7566570Z,WeatherStation,3395ED69,C4F13DC92240668D,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.7566570Z,1,2019-04-30T23:02:09.6410000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.6410000Z,null
2019-04-30T23:02:09.7566570Z,WeatherStation,3395ED69,BFF7B6DDB61B81C1,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.7566570Z,0,2019-04-30T23:02:09.7270000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.7190000Z,null
2019-04-30T23:02:09.8586577Z,WeatherStation,3395ED69,3092243A8B71986B,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.8586577Z,1,2019-04-30T23:02:09.7820000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.7820000Z,null
2019-04-30T23:02:09.9596577Z,WeatherStation,3395ED69,E1782B2E3719EB23,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.9596577Z,1,2019-04-30T23:02:09.8450000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.8440000Z,null
2019-04-30T23:02:09.9596577Z,WeatherStation,3395ED69,1700C6DE3A4F170C,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:09.9596577Z,3,2019-04-30T23:02:09.9000000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.8910000Z,null
2019-04-30T23:02:10.0616944Z,WeatherStation,3395ED69,6F16C7DB6586DB2A,5.3,NORTH-EAST,997.8,31.9,29.79999,2019-04-30T23:02:10.0616944Z,1,2019-04-30T23:02:09.9540000Z,null,null,CWF-MX-001,6.37E+17,2019-04-30T23:02:09.9540000Z,null
